,Idade,Genero,Estados,Cargo,Carreira,Salario,Experiencia,Raça,Região
264,29.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,5000.0,Até 2 anos,Branca,Sudeste
265,27.0,Masculino,Minas Gerais (MG),,,35000.0,de 3 a 4 anos,Branca,Sudeste
266,41.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,22500.0,de 7 a 10 anos,Preta,Sudeste
267,33.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Parda,Sudeste
268,,,,,,,,,Desconhecida
269,27.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
270,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
271,,,,,,,,,Desconhecida
272,25.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,
273,34.0,Masculino,São Paulo (SP),Analista de BI,Sênior,7000.0,Até 2 anos,Branca,Sudeste
274,29.0,Feminino,Sergipe (SE),Analista de Dados,Júnior,2500.0,Até 2 anos,Parda,Nordeste
275,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
276,40.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
277,32.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca,
278,26.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,de 7 a 10 anos,Branca,Sudeste
279,34.0,Masculino,Bahia (BA),Cientista de dados,Sênior,40000.0,de 7 a 10 anos,Branca,Nordeste
280,40.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,3500.0,de 4 a 6 anos,Parda,Sudeste
281,38.0,Masculino,Ceará (CE),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca,Nordeste
282,29.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca,Sudeste
283,25.0,Feminino,Goiás (GO),Outra opção,Pleno,7000.0,de 4 a 6 anos,Branca,Centro-Oeste
284,26.0,Masculino,São Paulo (SP),Outra opção,Pleno,1500.0,de 3 a 4 anos,Parda,Sudeste
285,23.0,Feminino,Pará (PA),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Parda,Norte
286,43.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca,
287,37.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca,Sudeste
288,31.0,Masculino,Minas Gerais (MG),,,18000.0,de 4 a 6 anos,Branca,Sudeste
289,39.0,Masculino,Bahia (BA),Outra opção,Júnior,5000.0,Mais de 10 anos,Parda,Nordeste
290,37.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca,Sudeste
291,69.0,Masculino,São Paulo (SP),Outra opção,Sênior,22500.0,Mais de 10 anos,Branca,Sudeste
292,37.0,Masculino,Distrito Federal (DF),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Parda,Centro-Oeste
293,27.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,3500.0,de 3 a 4 anos,Parda,Sudeste
294,27.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,22500.0,de 4 a 6 anos,Branca,Sudeste
295,35.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
296,32.0,Masculino,Pernambuco (PE),,,,,Parda,Nordeste
297,27.0,Masculino,Goiás (GO),Engenheiro de dados,Pleno,3500.0,Até 2 anos,Branca,Centro-Oeste
298,25.0,Masculino,Paraná (PR),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,
299,34.0,Masculino,Espírito Santo (ES),,,35000.0,Mais de 10 anos,Branca,Sudeste
300,41.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Branca,
301,39.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Amarela,Sudeste
302,36.0,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,Até 2 anos,Parda,Sudeste
303,34.0,Masculino,Paraíba (PB),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Parda,Nordeste
304,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
305,42.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
306,23.0,Masculino,Bahia (BA),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda,Nordeste
307,31.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Parda,Sudeste
308,21.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Amarela,Sudeste
309,28.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
310,31.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
311,29.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
312,31.0,Masculino,Rio Grande do Sul (RS),,,7000.0,de 7 a 10 anos,Parda,
313,32.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Parda,Sudeste
314,20.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,
315,25.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,de 3 a 4 anos,Branca,Sudeste
316,40.0,Masculino,Paraíba (PB),,,14000.0,de 4 a 6 anos,Parda,Nordeste
317,33.0,Masculino,São Paulo (SP),,,22500.0,de 3 a 4 anos,Branca,Sudeste
318,39.0,Masculino,Pernambuco (PE),,,18000.0,Mais de 10 anos,Parda,Nordeste
319,31.0,Masculino,São Paulo (SP),,,,,Preta,Sudeste
320,27.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
321,35.0,Feminino,Rio de Janeiro (RJ),,,,,Parda,Sudeste
322,22.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,
323,31.0,Masculino,Paraná (PR),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca,
324,23.0,Masculino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sudeste
325,31.0,Masculino,Ceará (CE),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Parda,Nordeste
326,20.0,Masculino,Mato Grosso (MT),Analista de BI,Júnior,3500.0,Até 2 anos,Não informado,Centro-Oeste
327,34.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Branca,
328,47.0,Masculino,Mato Grosso (MT),,,18000.0,de 7 a 10 anos,Branca,Centro-Oeste
329,29.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
330,20.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,1000.0,Até 2 anos,Branca,Sudeste
331,32.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
332,37.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,10000.0,Até 2 anos,Branca,Sudeste
333,48.0,Masculino,Ceará (CE),,,18000.0,Mais de 10 anos,Preta,Nordeste
334,28.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Branca,Sudeste
335,31.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
336,29.0,Masculino,Paraná (PR),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca,
337,27.0,Feminino,Ceará (CE),Analista de Dados,Júnior,7000.0,Até 2 anos,Branca,Nordeste
338,23.0,Masculino,Mato Grosso do Sul (MS),,,3500.0,Até 2 anos,Parda,Centro-Oeste
339,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Preta,Sudeste
340,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,de 3 a 4 anos,Branca,Sudeste
341,50.0,Masculino,Goiás (GO),,,7000.0,Até 2 anos,Branca,Centro-Oeste
342,37.0,Feminino,Rio Grande do Sul (RS),,,,,Branca,
343,30.0,Feminino,Santa Catarina (SC),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca,
344,30.0,Feminino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Parda,Sudeste
345,28.0,Masculino,Rio de Janeiro (RJ),,,3500.0,de 3 a 4 anos,Branca,Sudeste
346,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,10000.0,Até 2 anos,Branca,Sudeste
347,34.0,Masculino,Sergipe (SE),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda,Nordeste
348,59.0,Masculino,,,,,,Branca,Desconhecida
349,44.0,Masculino,Paraná (PR),Outra opção,Júnior,1500.0,Até 2 anos,Parda,
350,,,,,,,,,Desconhecida
351,23.0,Masculino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,Até 2 anos,Parda,
352,26.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Preta,Sudeste
353,41.0,Masculino,São Paulo (SP),,,,,Preta,Sudeste
354,42.0,Masculino,São Paulo (SP),,,35000.0,Até 2 anos,Branca,Sudeste
355,27.0,Feminino,Amazonas (AM),Analista de BI,Pleno,3500.0,Até 2 anos,Parda,Norte
356,30.0,Feminino,Rio de Janeiro (RJ),,,10000.0,Mais de 10 anos,Branca,Sudeste
357,32.0,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda,
358,28.0,Masculino,Minas Gerais (MG),,,18000.0,de 4 a 6 anos,Branca,Sudeste
359,36.0,Masculino,Distrito Federal (DF),Outra opção,Sênior,7000.0,de 7 a 10 anos,Parda,Centro-Oeste
360,34.0,Masculino,Paraná (PR),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Branca,
361,35.0,Masculino,Bahia (BA),,,14000.0,de 3 a 4 anos,Branca,Nordeste
362,28.0,Masculino,,Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca,Desconhecida
363,27.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda,Sudeste
364,19.0,Masculino,Rio Grande do Sul (RS),,,,,Branca,
365,31.0,Feminino,São Paulo (SP),Outra opção,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
366,23.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
367,24.0,Masculino,Paraná (PR),Analista de BI,Pleno,2500.0,Até 2 anos,Branca,
368,25.0,Outro,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
369,28.0,Masculino,Paraná (PR),,,1500.0,Até 2 anos,Parda,
370,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
371,32.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
372,38.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Amarela,Sudeste
373,27.0,Feminino,Ceará (CE),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda,Nordeste
374,28.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
375,32.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Branca,
376,29.0,Masculino,Mato Grosso do Sul (MS),,,10000.0,de 4 a 6 anos,Branca,Centro-Oeste
377,34.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca,
378,30.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,14000.0,de 3 a 4 anos,Parda,Sudeste
379,47.0,Feminino,Ceará (CE),,,14000.0,Mais de 10 anos,Parda,Nordeste
380,28.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca,
381,27.0,Masculino,Santa Catarina (SC),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca,
382,40.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
383,35.0,Masculino,Rio de Janeiro (RJ),,,,,Branca,Sudeste
384,28.0,Masculino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,Sudeste
385,24.0,Masculino,Rio Grande do Norte (RN),Analista de BI,Pleno,3500.0,Até 2 anos,Parda,Nordeste
386,29.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
387,27.0,Masculino,Minas Gerais (MG),,,10000.0,de 4 a 6 anos,Branca,Sudeste
388,40.0,Feminino,Rio Grande do Sul (RS),,,7000.0,Até 2 anos,Branca,
389,28.0,Masculino,Ceará (CE),Outra opção,Júnior,3500.0,Até 2 anos,Branca,Nordeste
390,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,14000.0,de 3 a 4 anos,Branca,Sudeste
391,29.0,Feminino,São Paulo (SP),,,7000.0,de 4 a 6 anos,Branca,Sudeste
392,26.0,Masculino,Paraná (PR),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,
393,33.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Parda,Sudeste
394,31.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,
395,28.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
396,25.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,3500.0,Até 2 anos,Branca,Sudeste
397,28.0,Masculino,Pernambuco (PE),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Nordeste
398,28.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Branca,Sudeste
399,32.0,Masculino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca,Sudeste
400,30.0,Masculino,Distrito Federal (DF),,,14000.0,Mais de 10 anos,Parda,Centro-Oeste
401,22.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
402,25.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,
403,30.0,Masculino,Pernambuco (PE),Cientista de dados,Sênior,7000.0,de 4 a 6 anos,Parda,Nordeste
404,30.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,de 3 a 4 anos,Parda,Sudeste
405,22.0,Masculino,Amazonas (AM),Analista de Dados,Pleno,7000.0,de 4 a 6 anos,Branca,Norte
406,36.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Parda,Sudeste
407,32.0,Masculino,Minas Gerais (MG),,,22500.0,de 7 a 10 anos,Branca,Sudeste
408,51.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca,Sudeste
409,28.0,Feminino,Goiás (GO),,,,,Parda,Centro-Oeste
410,42.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca,Sudeste
411,30.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
412,20.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
413,37.0,Masculino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Branca,Sudeste
414,31.0,Masculino,Piauí (PI),Outra opção,Pleno,10000.0,de 3 a 4 anos,Parda,Nordeste
415,28.0,Masculino,Ceará (CE),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Preta,Nordeste
416,30.0,Feminino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
417,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca,Sudeste
418,42.0,Feminino,São Paulo (SP),,,,,Amarela,Sudeste
419,29.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,7000.0,de 4 a 6 anos,Branca,
420,23.0,Feminino,Rio Grande do Sul (RS),,,2500.0,Até 2 anos,Branca,
421,35.0,Masculino,,Cientista de dados,Sênior,22500.0,Mais de 10 anos,Branca,Desconhecida
422,28.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,Sudeste
423,25.0,Masculino,Paraná (PR),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,
424,28.0,Masculino,Distrito Federal (DF),,,,,Amarela,Centro-Oeste
425,38.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
426,32.0,Masculino,Minas Gerais (MG),,,14000.0,de 4 a 6 anos,Branca,Sudeste
427,38.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
428,38.0,Masculino,,,,10000.0,de 7 a 10 anos,Branca,Desconhecida
429,58.0,Masculino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sudeste
430,35.0,Masculino,Goiás (GO),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Preta,Centro-Oeste
431,,,,,,,,,Desconhecida
432,38.0,Masculino,São Paulo (SP),Outra opção,Pleno,1000.0,Até 2 anos,Branca,Sudeste
433,36.0,Feminino,São Paulo (SP),Outra opção,Júnior,1500.0,Até 2 anos,Branca,Sudeste
434,30.0,Masculino,Paraná (PR),Analista de Dados,Sênior,18000.0,de 3 a 4 anos,Branca,
435,27.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca,Sudeste
436,22.0,Feminino,Mato Grosso (MT),,,,,Preta,Centro-Oeste
437,30.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Parda,Sudeste
438,29.0,Feminino,Rio de Janeiro (RJ),,,,,Parda,Sudeste
439,30.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
440,22.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
441,37.0,Feminino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
442,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,Até 2 anos,Branca,Sudeste
443,31.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Amarela,Sudeste
444,40.0,Masculino,São Paulo (SP),,,10000.0,de 3 a 4 anos,Branca,Sudeste
445,28.0,Masculino,Paraná (PR),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca,
446,31.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sudeste
447,29.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
448,30.0,Feminino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
449,31.0,Feminino,,Analista de Dados,Júnior,14000.0,Até 2 anos,Parda,Desconhecida
450,27.0,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Branca,Sudeste
451,33.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,Até 2 anos,Parda,Sudeste
452,35.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
453,23.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Branca,Sudeste
454,49.0,Masculino,Rio Grande do Sul (RS),,,,,Branca,
455,41.0,Feminino,Distrito Federal (DF),,,18000.0,de 4 a 6 anos,Branca,Centro-Oeste
456,34.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Parda,Sudeste
457,30.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,5000.0,de 4 a 6 anos,Branca,Sudeste
458,36.0,Masculino,Paraíba (PB),Cientista de dados,Pleno,10000.0,de 7 a 10 anos,Parda,Nordeste
459,45.0,Masculino,Minas Gerais (MG),,,,,Parda,Sudeste
460,33.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
461,35.0,Masculino,Paraná (PR),Analista de Dados,Sênior,5000.0,Mais de 10 anos,Branca,
462,23.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,
463,22.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,3500.0,de 3 a 4 anos,Branca,Sudeste
464,42.0,Feminino,Rio de Janeiro (RJ),,,18000.0,Mais de 10 anos,Branca,Sudeste
465,28.0,Feminino,São Paulo (SP),Outra opção,Pleno,3500.0,Até 2 anos,Branca,Sudeste
466,46.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Amarela,Sudeste
467,25.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 4 a 6 anos,Parda,Sudeste
468,29.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,
469,41.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
470,27.0,Feminino,Rio Grande do Sul (RS),Outra opção,Pleno,14000.0,Até 2 anos,Branca,
471,23.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sudeste
472,46.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
473,41.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Parda,Sudeste
474,39.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Branca,Centro-Oeste
475,,,,,,,,,Desconhecida
476,23.0,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
477,26.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,3500.0,Até 2 anos,Branca,Sudeste
478,47.0,Masculino,Rio de Janeiro (RJ),,,35000.0,Mais de 10 anos,Parda,Sudeste
479,25.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
480,28.0,Masculino,Santa Catarina (SC),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,
481,39.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
482,41.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,27500.0,Mais de 10 anos,Branca,Sudeste
483,53.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
484,,,,,,,,,Desconhecida
485,22.0,Masculino,Pernambuco (PE),Analista de BI,Pleno,5000.0,Até 2 anos,Parda,Nordeste
486,,,,,,,,,Desconhecida
487,30.0,Feminino,Distrito Federal (DF),Outra opção,Sênior,14000.0,Até 2 anos,Branca,Centro-Oeste
488,36.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,2500.0,Até 2 anos,Preta,Sudeste
489,27.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
490,44.0,Masculino,Paraná (PR),,,,,Branca,
491,23.0,Feminino,Paraná (PR),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,
492,37.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
493,30.0,Masculino,Maranhão (MA),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Branca,Nordeste
494,23.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,
495,37.0,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,14000.0,Até 2 anos,Branca,
496,33.0,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Parda,Sudeste
497,,,,,,,,,Desconhecida
498,26.0,Feminino,Bahia (BA),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Nordeste
499,27.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
500,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,Até 2 anos,Parda,Sudeste
501,37.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca,
502,37.0,Masculino,Minas Gerais (MG),,,18000.0,Mais de 10 anos,Branca,Sudeste
503,26.0,Masculino,Mato Grosso (MT),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Branca,Centro-Oeste
504,29.0,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,Até 2 anos,Amarela,
505,31.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,3500.0,Até 2 anos,Branca,Sudeste
506,27.0,Feminino,Rio de Janeiro (RJ),Outra opção,Júnior,2500.0,Até 2 anos,Parda,Sudeste
507,,,,,,,,,Desconhecida
508,30.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
509,50.0,Masculino,São Paulo (SP),,,40000.0,de 3 a 4 anos,Branca,Sudeste
510,21.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
511,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
512,36.0,Feminino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Parda,Sudeste
513,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Preta,Sudeste
514,43.0,Feminino,Minas Gerais (MG),Analista de BI,Pleno,10000.0,de 7 a 10 anos,Parda,Sudeste
515,31.0,Feminino,,Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca,Desconhecida
516,27.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
517,33.0,Masculino,São Paulo (SP),Outra opção,Júnior,3500.0,Até 2 anos,Branca,Sudeste
518,31.0,Masculino,Pernambuco (PE),,,,,Branca,Nordeste
519,28.0,Feminino,,,,,,Branca,Desconhecida
520,26.0,Masculino,Paraná (PR),,,10000.0,de 3 a 4 anos,Branca,
521,30.0,Feminino,Rio Grande do Norte (RN),,,,,Branca,Nordeste
522,30.0,Masculino,São Paulo (SP),Analista de BI,Júnior,7000.0,Até 2 anos,Branca,Sudeste
523,31.0,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
524,32.0,Masculino,Ceará (CE),Cientista de dados,Pleno,7000.0,Até 2 anos,Parda,Nordeste
525,30.0,Masculino,Pernambuco (PE),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Nordeste
526,42.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Preta,Sudeste
527,35.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
528,32.0,Masculino,Bahia (BA),,,10000.0,Até 2 anos,Parda,Nordeste
529,29.0,Feminino,Minas Gerais (MG),,,,,Branca,Sudeste
530,41.0,Masculino,Distrito Federal (DF),,,22500.0,Mais de 10 anos,Branca,Centro-Oeste
531,44.0,Masculino,Bahia (BA),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca,Nordeste
532,23.0,Feminino,Paraná (PR),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,
