,Idade,Genero,Estados,Cargo,Carreira,Salario,Experiencia,Raça,Região
2231,22.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
2232,29.0,Masculino,Rio de Janeiro (RJ),,,14000.0,de 7 a 10 anos,Parda,Sudeste
2233,32.0,Masculino,Minas Gerais (MG),Outra opção,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
2234,43.0,Feminino,Distrito Federal (DF),Analista de Dados,Pleno,10000.0,Mais de 10 anos,Branca,Centro-Oeste
2235,25.0,Masculino,Minas Gerais (MG),Outra opção,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
2236,33.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
2237,37.0,Masculino,Alagoas (AL),,,,,Branca,Nordeste
2238,29.0,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,14000.0,de 3 a 4 anos,Parda,Sudeste
2239,,,,,,,,,Desconhecida
2240,27.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
2241,28.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca,
2242,21.0,Masculino,Paraná (PR),Analista de BI,Júnior,2500.0,de 3 a 4 anos,Parda,
2243,35.0,Masculino,Mato Grosso do Sul (MS),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda,Centro-Oeste
2244,28.0,Masculino,Ceará (CE),,,14000.0,de 4 a 6 anos,Parda,Nordeste
2245,22.0,Masculino,Pará (PA),Analista de Dados,Júnior,5000.0,Até 2 anos,Preta,Norte
2246,33.0,Masculino,São Paulo (SP),,,7000.0,Até 2 anos,Parda,Sudeste
2247,20.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,Sudeste
2248,38.0,Masculino,São Paulo (SP),Outra opção,Sênior,22500.0,Mais de 10 anos,Branca,Sudeste
2249,31.0,Feminino,Minas Gerais (MG),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
2250,37.0,Feminino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,Sudeste
2251,,,,,,,,,Desconhecida
2252,19.0,Masculino,Maranhão (MA),,,,,Branca,Nordeste
2253,30.0,Masculino,Minas Gerais (MG),,,14000.0,de 4 a 6 anos,Parda,Sudeste
2254,25.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sudeste
2255,22.0,Masculino,Pará (PA),Cientista de dados,Júnior,1000.0,Até 2 anos,Parda,Norte
2256,31.0,Feminino,Paraná (PR),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Branca,
2257,33.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
2258,34.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Amarela,Sudeste
2259,34.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,
2260,31.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca,Sudeste
2261,38.0,Feminino,São Paulo (SP),Outra opção,Pleno,5000.0,Mais de 10 anos,Branca,Sudeste
2262,38.0,Masculino,Distrito Federal (DF),Outra opção,Sênior,27500.0,de 7 a 10 anos,Parda,Centro-Oeste
2263,59.0,Masculino,Distrito Federal (DF),Cientista de dados,Sênior,35000.0,Mais de 10 anos,Parda,Centro-Oeste
2264,44.0,Masculino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca,Sudeste
2265,26.0,Feminino,Paraíba (PB),Engenheiro de dados,Pleno,2500.0,Até 2 anos,Branca,Nordeste
2266,20.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
2267,26.0,Masculino,Ceará (CE),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda,Nordeste
2268,30.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,27500.0,de 3 a 4 anos,Amarela,Sudeste
2269,23.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
2270,46.0,Feminino,Bahia (BA),,,,,Branca,Nordeste
2271,41.0,Feminino,Bahia (BA),,,,,Preta,Nordeste
2272,34.0,Masculino,São Paulo (SP),,,40000.0,de 7 a 10 anos,Branca,Sudeste
2273,24.0,Feminino,São Paulo (SP),,,,,Preta,Sudeste
2274,28.0,Masculino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca,Sudeste
2275,24.0,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Preta,
2276,29.0,Masculino,Bahia (BA),,,,,Parda,Nordeste
2277,34.0,Masculino,Paraná (PR),,,,,Branca,
2278,27.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda,Sudeste
2279,31.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 7 a 10 anos,Branca,Sudeste
2280,26.0,Masculino,Santa Catarina (SC),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,
2281,26.0,Masculino,Ceará (CE),,,,,Branca,Nordeste
2282,28.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,2500.0,Até 2 anos,Parda,
2283,37.0,Masculino,Paraná (PR),,,14000.0,de 7 a 10 anos,Branca,
2284,38.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Preta,Sudeste
2285,27.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda,Sudeste
2286,25.0,Masculino,Paraná (PR),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca,
2287,20.0,Masculino,Rio de Janeiro (RJ),,,,,Parda,Sudeste
2288,27.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,40000.0,de 7 a 10 anos,Branca,
2289,23.0,Feminino,Espírito Santo (ES),Outra opção,Júnior,7000.0,Até 2 anos,Branca,Sudeste
2290,30.0,Masculino,,Analista de Dados,Sênior,27500.0,de 4 a 6 anos,Branca,Desconhecida
2291,22.0,Masculino,Distrito Federal (DF),,,,,Branca,Centro-Oeste
2292,49.0,Feminino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca,Sudeste
2293,34.0,Masculino,,Cientista de dados,Pleno,22500.0,de 3 a 4 anos,Branca,Desconhecida
2294,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,14000.0,de 3 a 4 anos,Branca,Sudeste
2295,,,,,,,,,Desconhecida
2296,31.0,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,2500.0,Até 2 anos,Preta,Sudeste
2297,,,,,,,,,Desconhecida
2298,27.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,de 4 a 6 anos,Parda,Sudeste
2299,26.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Parda,Sudeste
2300,23.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Parda,Sudeste
2301,23.0,Masculino,,,,,,Parda,Desconhecida
2302,27.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,
2303,31.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
2304,25.0,Masculino,Distrito Federal (DF),,,,,Branca,Centro-Oeste
2305,42.0,Masculino,Distrito Federal (DF),Analista de BI,Sênior,10000.0,Mais de 10 anos,Preta,Centro-Oeste
2306,36.0,Masculino,,Outra opção,Júnior,7000.0,Até 2 anos,Branca,Desconhecida
2307,32.0,Feminino,São Paulo (SP),,,27500.0,de 7 a 10 anos,Preta,Sudeste
2308,24.0,Masculino,Goiás (GO),Cientista de dados,Júnior,3500.0,Até 2 anos,Parda,Centro-Oeste
2309,41.0,Masculino,Rio de Janeiro (RJ),,,,,Branca,Sudeste
2310,31.0,Masculino,Rio de Janeiro (RJ),,,,,Branca,Sudeste
2311,43.0,Masculino,Paraná (PR),,,14000.0,Até 2 anos,Branca,
2312,20.0,Feminino,Rio de Janeiro (RJ),,,,,Branca,Sudeste
2313,31.0,Masculino,Paraná (PR),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Branca,
2314,41.0,Feminino,Distrito Federal (DF),Cientista de dados,Sênior,18000.0,Mais de 10 anos,Branca,Centro-Oeste
2315,31.0,Masculino,Mato Grosso do Sul (MS),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Parda,Centro-Oeste
2316,22.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca,
2317,27.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Centro-Oeste
2318,32.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
2319,30.0,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
2320,,,,,,,,,Desconhecida
2321,21.0,Masculino,Goiás (GO),,,,,Parda,Centro-Oeste
2322,35.0,Feminino,,Analista de Dados,Sênior,5000.0,de 7 a 10 anos,Não informado,Desconhecida
2323,35.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,10000.0,Até 2 anos,Branca,Sudeste
2324,25.0,Masculino,Espírito Santo (ES),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Parda,Sudeste
2325,34.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,18000.0,de 4 a 6 anos,Parda,Sudeste
2326,28.0,Masculino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Parda,Sudeste
2327,27.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
2328,52.0,Masculino,Rio Grande do Sul (RS),,,7000.0,de 3 a 4 anos,Branca,
2329,32.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
2330,35.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
2331,26.0,Masculino,Paraná (PR),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca,
2332,40.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca,Sudeste
2333,41.0,Masculino,São Paulo (SP),,,10000.0,de 7 a 10 anos,Branca,Sudeste
2334,27.0,Feminino,Bahia (BA),Analista de Dados,Júnior,2500.0,Até 2 anos,Preta,Nordeste
2335,42.0,Masculino,Bahia (BA),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Nordeste
2336,38.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Branca,Sudeste
2337,32.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
2338,31.0,Feminino,Rio Grande do Norte (RN),Analista de BI,Júnior,2500.0,de 3 a 4 anos,Branca,Nordeste
2339,30.0,Masculino,Maranhão (MA),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Parda,Nordeste
2340,39.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
2341,32.0,Feminino,Paraná (PR),Analista de BI,Pleno,5000.0,Até 2 anos,Branca,
2342,32.0,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
2343,30.0,Masculino,Paraná (PR),Analista de Dados,Sênior,7000.0,de 7 a 10 anos,Parda,
2344,36.0,Feminino,Distrito Federal (DF),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Centro-Oeste
2345,29.0,Feminino,Rio de Janeiro (RJ),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,Sudeste
2346,39.0,Masculino,Rio Grande do Sul (RS),,,27500.0,Mais de 10 anos,Branca,
2347,40.0,Masculino,Paraná (PR),,,14000.0,Mais de 10 anos,Branca,
2348,24.0,Masculino,Bahia (BA),Engenheiro de dados,Júnior,1500.0,Até 2 anos,Branca,Nordeste
2349,32.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
2350,26.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Preta,Sudeste
2351,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Parda,Sudeste
2352,25.0,Masculino,Rio Grande do Norte (RN),Outra opção,Júnior,1500.0,Até 2 anos,Parda,Nordeste
2353,30.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,1500.0,de 4 a 6 anos,Preta,Sudeste
2354,27.0,Masculino,,Analista de BI,Pleno,18000.0,de 3 a 4 anos,Parda,Desconhecida
2355,24.0,Masculino,Sergipe (SE),,,,,Parda,Nordeste
2356,53.0,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
2357,20.0,Masculino,Pernambuco (PE),Analista de BI,Júnior,1500.0,Até 2 anos,Preta,Nordeste
2358,27.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
2359,35.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,5000.0,de 7 a 10 anos,Parda,Sudeste
2360,29.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
2361,36.0,Feminino,Paraná (PR),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca,
2362,,,,,,,,,Desconhecida
2363,53.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Preta,Sudeste
2364,28.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Preta,Sudeste
2365,28.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Parda,Sudeste
2366,27.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca,Sudeste
2367,32.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,de 3 a 4 anos,Parda,Sudeste
2368,25.0,Feminino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
2369,27.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda,Sudeste
2370,30.0,Feminino,Santa Catarina (SC),Outra opção,Sênior,10000.0,de 7 a 10 anos,Preta,
2371,53.0,Masculino,Santa Catarina (SC),Analista de BI,Sênior,14000.0,de 3 a 4 anos,Branca,
2372,26.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca,
2373,30.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Amarela,Sudeste
2374,27.0,Masculino,Paraíba (PB),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Parda,Nordeste
2375,30.0,Masculino,Mato Grosso (MT),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Branca,Centro-Oeste
2376,46.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca,
2377,33.0,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
2378,55.0,Masculino,Bahia (BA),,,22500.0,Mais de 10 anos,Parda,Nordeste
2379,29.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
2380,28.0,Masculino,Bahia (BA),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Nordeste
2381,29.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Preta,Sudeste
2382,28.0,Feminino,Distrito Federal (DF),,,22500.0,de 4 a 6 anos,Branca,Centro-Oeste
2383,51.0,Masculino,São Paulo (SP),,,,,Preta,Sudeste
2384,32.0,Masculino,Pernambuco (PE),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Nordeste
2385,37.0,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Branca,Sudeste
2386,26.0,Feminino,Distrito Federal (DF),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Centro-Oeste
2387,26.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
2388,21.0,Masculino,Ceará (CE),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Nordeste
2389,32.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
2390,38.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca,
2391,29.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Júnior,1500.0,Até 2 anos,Parda,Sudeste
2392,28.0,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Preta,Sudeste
2393,25.0,Feminino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
2394,,,,,,,,,Desconhecida
2395,30.0,Masculino,Alagoas (AL),,,14000.0,de 4 a 6 anos,Parda,Nordeste
2396,28.0,Masculino,Santa Catarina (SC),,,14000.0,de 4 a 6 anos,Parda,
2397,26.0,Masculino,Pará (PA),Cientista de dados,Pleno,7000.0,Até 2 anos,Parda,Norte
2398,39.0,Feminino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
2399,29.0,Masculino,Rio de Janeiro (RJ),,,14000.0,de 4 a 6 anos,Preta,Sudeste
2400,24.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,de 3 a 4 anos,Parda,Sudeste
2401,30.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
2402,29.0,Feminino,Paraná (PR),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda,
2403,31.0,Feminino,Paraná (PR),Cientista de dados,Júnior,5000.0,Até 2 anos,Indígena,
2404,33.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
2405,29.0,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
2406,36.0,Masculino,Rio Grande do Sul (RS),,,7000.0,Mais de 10 anos,Parda,
2407,29.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
2408,46.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda,Sudeste
2409,23.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
2410,24.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
2411,20.0,Masculino,Paraná (PR),,,,,Branca,
2412,34.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca,Sudeste
2413,29.0,Masculino,,,,,,Branca,Desconhecida
2414,,,,,,,,,Desconhecida
2415,21.0,Feminino,Alagoas (AL),,,,,Parda,Nordeste
2416,27.0,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
2417,24.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,7000.0,de 3 a 4 anos,Branca,Sudeste
2418,26.0,Masculino,Paraná (PR),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca,
2419,25.0,Masculino,Paraíba (PB),Engenheiro de dados,Pleno,2500.0,de 3 a 4 anos,Parda,Nordeste
2420,27.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
2421,38.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
2422,37.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
2423,39.0,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,Mais de 10 anos,Branca,
2424,28.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
2425,36.0,Feminino,São Paulo (SP),Engenheiro de dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
2426,30.0,Feminino,Paraná (PR),Outra opção,Sênior,10000.0,Até 2 anos,Branca,
2427,23.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
2428,35.0,Masculino,,Engenheiro de dados,Sênior,18000.0,Mais de 10 anos,Branca,Desconhecida
2429,47.0,Masculino,Ceará (CE),,,22500.0,de 7 a 10 anos,Parda,Nordeste
2430,37.0,Masculino,Santa Catarina (SC),Outra opção,Sênior,10000.0,de 3 a 4 anos,Branca,
2431,39.0,Masculino,Mato Grosso (MT),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Centro-Oeste
2432,24.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca,
2433,26.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Preta,Sudeste
2434,25.0,Masculino,Ceará (CE),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Nordeste
2435,,,,,,,,,Desconhecida
2436,34.0,Masculino,Goiás (GO),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Amarela,Centro-Oeste
2437,32.0,Masculino,São Paulo (SP),,,7000.0,de 4 a 6 anos,Parda,Sudeste
2438,41.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
2439,27.0,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,
2440,27.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
2441,38.0,Masculino,Alagoas (AL),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca,Nordeste
2442,43.0,Masculino,Minas Gerais (MG),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca,Sudeste
2443,,,,,,,,,Desconhecida
2444,40.0,Feminino,Pernambuco (PE),Outra opção,Júnior,5000.0,Até 2 anos,Parda,Nordeste
2445,59.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
2446,25.0,Masculino,Minas Gerais (MG),Outra opção,Pleno,7000.0,Até 2 anos,Branca,Sudeste
2447,39.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Branca,Sudeste
2448,54.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,18000.0,Mais de 10 anos,Branca,Sudeste
2449,31.0,Feminino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
2450,36.0,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca,Sudeste
2451,30.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
2452,26.0,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,
2453,25.0,Masculino,Paraná (PR),Analista de BI,Sênior,7000.0,Até 2 anos,Branca,
2454,29.0,Feminino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca,Sudeste
2455,36.0,Masculino,Piauí (PI),Cientista de dados,Pleno,5000.0,Até 2 anos,Branca,Nordeste
2456,25.0,Feminino,Goiás (GO),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,Centro-Oeste
2457,29.0,Masculino,Mato Grosso (MT),Outra opção,Júnior,3500.0,Até 2 anos,Branca,Centro-Oeste
2458,36.0,Masculino,,,,40000.0,de 7 a 10 anos,Branca,Desconhecida
2459,50.0,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,10000.0,Mais de 10 anos,Parda,Sudeste
2460,25.0,Masculino,Bahia (BA),Cientista de dados,Sênior,18000.0,de 3 a 4 anos,Branca,Nordeste
2461,28.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,Sudeste
2462,31.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca,
2463,23.0,Feminino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
2464,,,,,,,,,Desconhecida
2465,31.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
2466,27.0,Feminino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
2467,27.0,Masculino,Paraná (PR),,,22500.0,Mais de 10 anos,Branca,
2468,29.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca,Sudeste
2469,29.0,Feminino,Rio de Janeiro (RJ),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
2470,27.0,Feminino,Bahia (BA),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda,Nordeste
2471,28.0,Masculino,Paraná (PR),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca,
2472,41.0,Feminino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
2473,46.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,2500.0,Mais de 10 anos,Branca,Sudeste
2474,34.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Parda,Sudeste
2475,25.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Amarela,Sudeste
2476,29.0,Masculino,Distrito Federal (DF),,,,,Parda,Centro-Oeste
2477,44.0,Masculino,Piauí (PI),Outra opção,Júnior,3500.0,Até 2 anos,Parda,Nordeste
2478,36.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,7000.0,de 3 a 4 anos,Branca,Sudeste
2479,20.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Parda,Sudeste
2480,37.0,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,Até 2 anos,Outra,
2481,24.0,Masculino,Alagoas (AL),Cientista de dados,Júnior,1500.0,Até 2 anos,Preta,Nordeste
2482,25.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
2483,30.0,Masculino,Bahia (BA),Cientista de dados,Júnior,7000.0,de 3 a 4 anos,Parda,Nordeste
2484,24.0,Masculino,Espírito Santo (ES),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
2485,30.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
2486,38.0,Feminino,Minas Gerais (MG),,,,,Não informado,Sudeste
2487,35.0,Feminino,Rio Grande do Sul (RS),,,10000.0,de 4 a 6 anos,Branca,
2488,40.0,Feminino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Branca,Sudeste
2489,29.0,Feminino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Preta,Sudeste
2490,37.0,Masculino,Distrito Federal (DF),Cientista de dados,Sênior,27500.0,de 7 a 10 anos,Branca,Centro-Oeste
2491,27.0,Masculino,Mato Grosso (MT),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Centro-Oeste
2492,40.0,Masculino,Rio Grande do Sul (RS),,,,,Branca,
